N6705B exported datalog

"Sample interval: 0.0499917"
"Trigger sample: 0"
"Date: Fri May  8 13:38:50 2026"

Sample,"Volt avg 1","Curr avg 1"
100,5.00072,0.0096123
101,5.00074,0.00993865
102,5.00072,0.00960888
103,5.00074,0.0096115
104,5.00073,0.00961145
105,5.00072,0.00961224
106,5.00077,0.00994408
107,5.00072,0.00961524
108,5.00072,0.00961193
109,5.00074,0.00961566
110,5.00073,0.00961852
111,5.00074,0.00994868
112,5.00072,0.00961126
113,5.00073,0.00961316
114,5.00073,0.00961676
115,5.00072,0.00961138
116,5.00071,0.00961298
117,5.00074,0.00995152
118,5.00071,0.00962078
119,5.00072,0.00961624
120,5.00073,0.00961357
121,5.00072,0.00961896
122,5.00073,0.00985868
123,5.00074,0.00970583
124,5.00073,0.0096191
125,5.00074,0.0096233
126,5.00073,0.00961422
127,5.00073,0.00961511
128,5.00075,0.0099487
129,5.00071,0.00960539
130,5.00071,0.00960159
131,5.00071,0.00960266
132,5.00074,0.00961882
133,5.00074,0.00994087
134,5.00074,0.00959982
135,5.00071,0.00960286
136,5.00073,0.00962117
137,5.00073,0.00961372
138,5.00073,0.00964692
139,5.00074,0.00991724
140,5.00072,0.00961442
141,5.00073,0.0096139
142,5.00072,0.00960981
143,5.00072,0.00961655
144,5.00077,0.00994401
145,5.00073,0.00961251
146,5.00072,0.0096107
147,5.00072,0.00961441
148,5.00072,0.00961135
149,5.00073,0.00985265
150,5.00072,0.00968818
151,5.00072,0.00959552
152,5.00073,0.00959526
153,5.00072,0.00960232
154,5.00072,0.00959601
155,5.00074,0.00994318
156,5.00073,0.00961282
157,5.00073,0.00961692
158,5.00073,0.00961184
159,5.00073,0.00961571
160,5.00074,0.00993433
161,5.00072,0.00962065
162,5.00074,0.00961327
163,5.00072,0.00961398
164,5.00073,0.00961164
165,5.00071,0.00961814
166,5.00075,0.00994358
167,5.00073,0.0096201
168,5.00075,0.00960867
169,5.00074,0.00961416
170,5.00072,0.00960898
171,5.00075,0.00994336
172,5.00072,0.00959901
173,5.00073,0.00959739
174,5.00073,0.00960155
175,5.00073,0.00960156
176,5.00073,0.00961966
177,5.00074,0.00992317
178,5.00072,0.00960067
179,5.00073,0.00960063
180,5.00074,0.00959534
181,5.00073,0.00960307
182,5.00074,0.00985364
183,5.00074,0.00970506
184,5.00074,0.0096977
185,5.00072,0.00961946
186,5.00072,0.00961252
187,5.00073,0.00962153
188,5.00075,0.00994011
189,5.00071,0.00960414
190,5.00073,0.00960372
191,5.00073,0.00960422
192,5.00072,0.00959811
193,5.00072,0.00994176
194,5.00072,0.00960128
195,5.00072,0.00960195
196,5.00074,0.00961554
197,5.00073,0.00961604
198,5.00073,0.00984918
199,5.00072,0.00970562
200,5.00073,0.00961442
201,5.00072,0.00961312
202,5.00072,0.00961462
203,5.00072,0.00961395
204,5.00075,0.00994437
205,5.00072,0.00961535
206,5.00074,0.00961411
207,5.00074,0.00961488
208,5.00073,0.00961522
209,5.00076,0.00994997
210,5.00072,0.00961556
211,5.00073,0.00961333
212,5.00073,0.0096126
213,5.00072,0.00960995
214,5.00077,0.00994809
215,5.00072,0.00960748
216,5.00074,0.00961386
217,5.00071,0.00961062
218,5.00074,0.00961056
219,5.00074,0.00965982
220,5.00074,0.00989053
221,5.00074,0.00961453
222,5.00074,0.0096137
223,5.00073,0.00961338
224,5.00073,0.00961704
225,5.00075,0.00994521
226,5.00072,0.00959996
227,5.00073,0.00960656
228,5.00072,0.00959795
229,5.00073,0.00959807
230,5.00074,0.00983804
231,5.00072,0.00968793
232,5.00071,0.00959576
233,5.00072,0.00959846
234,5.00072,0.00959352
235,5.00073,0.00959755
236,5.00075,0.00993183
237,5.00072,0.00959537
238,5.00071,0.00959385
239,5.00072,0.00959691
240,5.00072,0.00959347
241,5.00073,0.00985077
242,5.00073,0.00968395
243,5.00073,0.00959716
244,5.00074,0.009595
245,5.00073,0.00960126
246,5.00073,0.009588
247,5.00074,0.00993542
248,5.00073,0.00960163
249,5.00074,0.00961178
250,5.00074,0.009608
251,5.00073,0.00960895
252,5.00074,0.00994445
253,5.00072,0.00961104
254,5.00073,0.00960774
255,5.00072,0.00961027
256,5.00071,0.00960601
257,5.00074,0.00985089
258,5.00071,0.00969834
259,5.00071,0.00960849
260,5.00072,0.00961049
261,5.00073,0.00961243
262,5.00071,0.00960622
263,5.00075,0.00993846
264,5.00073,0.00960766
265,5.00073,0.00961427
266,5.00072,0.00960751
267,5.00071,0.00961256
268,5.00074,0.0099486
269,5.00073,0.00961607
270,5.00072,0.00960648
271,5.00073,0.00961144
272,5.00073,0.00961045
273,5.00073,0.00985842
274,5.00073,0.0096882
275,5.00074,0.0095997
276,5.00072,0.00959382
277,5.00072,0.0095977
278,5.00072,0.00960165
279,5.00075,0.00993785
280,5.00072,0.00959594
281,5.00073,0.00959817
282,5.00072,0.00959423
283,5.00072,0.0095934
284,5.00074,0.00993275
285,5.00073,0.00959909
286,5.00071,0.00959326
287,5.00072,0.00959915
288,5.00071,0.00959285
289,5.00074,0.00993218
290,5.00071,0.00959702
291,5.00072,0.0095967
292,5.00071,0.00959457
293,5.00071,0.0095917
294,5.00074,0.00994136
295,5.00072,0.00959079
296,5.00073,0.00959798
297,5.00073,0.0095967
298,5.00072,0.00959293
299,5.00074,0.00976651
300,5.00073,0.00979148
301,5.00073,0.00961879
302,5.00071,0.00961674
303,5.00072,0.00961332
304,5.00073,0.00960807
305,5.00075,0.00994217
306,5.00071,0.00959771
307,5.00072,0.00959988
308,5.00072,0.00959952
309,5.00072,0.00960081
310,5.00074,0.00994772
311,5.00072,0.00961951
312,5.00072,0.00960753
313,5.00073,0.00960601
314,5.00071,0.0096021
315,5.00075,0.00994541
316,5.00073,0.00960948
317,5.00073,0.00961273
318,5.00075,0.00961249
319,5.00073,0.00961661
320,5.00075,0.0099497
321,5.00073,0.00960512
322,5.00074,0.0095988
323,5.00074,0.0096066
324,5.00073,0.00960018
325,5.00077,0.00994321
326,5.00072,0.00962008
327,5.00074,0.00961954
328,5.00075,0.00961791
329,5.00074,0.0096126
330,5.00076,0.00995063
331,5.00072,0.0096191
332,5.00073,0.00961524
333,5.00072,0.00961331
334,5.00074,0.00961375
335,5.00075,0.00994064
336,5.00072,0.00960734
337,5.00074,0.00959982
338,5.00073,0.00959987
339,5.00071,0.0096056
340,5.00077,0.00984137
341,5.00073,0.00970099
342,5.00073,0.00960379
343,5.00073,0.00960751
344,5.00073,0.00959903
345,5.00074,0.00960125
346,5.00076,0.00993255
347,5.00073,0.00960182
348,5.00074,0.00960225
349,5.00073,0.00960013
350,5.00074,0.00959815
351,5.00074,0.00995083
352,5.00072,0.00961474
353,5.00073,0.00961692
354,5.00071,0.00961614
355,5.00073,0.00961594
356,5.00075,0.00995732
357,5.00072,0.00962043
358,5.00075,0.00961866
359,5.00074,0.00961808
360,5.00074,0.00961375
361,5.00075,0.00994876
362,5.00075,0.00961886
363,5.00072,0.00961777
364,5.00073,0.0096164
365,5.00075,0.00961817
366,5.00076,0.00994551
367,5.00073,0.00961284
368,5.00071,0.00961152
369,5.00075,0.0096096
370,5.00072,0.00961199
371,5.00077,0.00994472
372,5.00074,0.00961591
373,5.00072,0.00960132
374,5.00073,0.00960173
375,5.00072,0.00960232
376,5.00073,0.009942
377,5.00073,0.00960892
378,5.00072,0.00961499
379,5.00073,0.00961346
380,5.00073,0.00961644
381,5.00074,0.00984894
382,5.00073,0.00969999
383,5.00072,0.00960099
384,5.00072,0.00959646
385,5.00072,0.00960149
386,5.00074,0.00984622
387,5.00072,0.00969219
388,5.00072,0.00959959
389,5.00072,0.0096011
390,5.00072,0.00959538
391,5.00074,0.00978385
392,5.00074,0.00976102
393,5.00071,0.00960849
394,5.00071,0.00960041
395,5.00073,0.00959997
396,5.00073,0.00965029
397,5.00074,0.00988785
398,5.00071,0.00960251
399,5.00072,0.00960023
400,5.00072,0.00959721
401,5.00073,0.00959812
402,5.00075,0.0099332
403,5.00072,0.0096002
404,5.00074,0.00959829
405,5.00072,0.00960173
406,5.00073,0.00959989
407,5.00076,0.00994146
408,5.00071,0.0095978
409,5.00073,0.00960254
410,5.00074,0.00961884
411,5.00073,0.00960418
412,5.00076,0.00994777
413,5.00072,0.00961261
414,5.00074,0.00961304
415,5.00075,0.00961382
416,5.00075,0.00969303
417,5.00075,0.00995055
418,5.00073,0.00960785
419,5.00072,0.00961676
420,5.00073,0.00960065
421,5.00073,0.00960301
422,5.00076,0.00993081
423,5.00071,0.00959685
424,5.00073,0.00959395
425,5.00072,0.00959853
426,5.00072,0.00959106
427,5.00075,0.00993984
428,5.00072,0.00961084
429,5.00073,0.00961313
430,5.0007,0.00960861
431,5.00073,0.00960885
432,5.00074,0.0099414
433,5.00072,0.00961106
434,5.00072,0.00961078
435,5.00074,0.00962077
436,5.00074,0.00961291
437,5.00074,0.00994207
438,5.00072,0.00960888
439,5.00072,0.00961315
440,5.00073,0.00960635
441,5.00073,0.00961539
442,5.00075,0.00994137
443,5.00072,0.00961088
444,5.00073,0.00961082
445,5.00072,0.00961145
446,5.00072,0.00961477
447,5.00074,0.0099483
448,5.00073,0.00961293
449,5.00073,0.00961501
450,5.00073,0.00961278
451,5.00073,0.00961808
452,5.00076,0.0099357
453,5.00072,0.00960821
454,5.00072,0.00959843
455,5.00073,0.00959798
456,5.00074,0.00959746
457,5.00074,0.0099405
458,5.00071,0.00960445
459,5.00073,0.00959952
460,5.00073,0.00959927
461,5.00073,0.00959854
462,5.00074,0.00994861
463,5.00073,0.00961509
464,5.00073,0.00961832
465,5.00073,0.00960351
466,5.00073,0.009601
467,5.00075,0.0099307
468,5.00073,0.0096004
469,5.00073,0.00959448
470,5.00072,0.00959294
471,5.00072,0.00959989
472,5.00073,0.0099354
473,5.00073,0.00960126
474,5.00073,0.00959455
475,5.00072,0.00960105
476,5.00075,0.00960165
477,5.00074,0.00994409
478,5.00072,0.0096155
479,5.00073,0.00961724
480,5.00072,0.00961962
481,5.00073,0.0096198
482,5.00075,0.00993652
483,5.00074,0.00960068
484,5.00071,0.00959371
485,5.00072,0.0096024
486,5.00075,0.00962639
487,5.00074,0.00992482
488,5.00072,0.0096115
489,5.00074,0.00960877
490,5.00073,0.00961093
491,5.00072,0.00975598
492,5.00073,0.00980952
493,5.00073,0.00961405
494,5.00073,0.0096109
495,5.00073,0.00961152
496,5.00073,0.00971525
497,5.00074,0.00984855
498,5.00073,0.00960795
499,5.00071,0.00961066
500,5.00073,0.00961108
501,5.00075,0.00974503
502,5.00074,0.00980335
503,5.00071,0.00959604
504,5.00071,0.0095945
505,5.00073,0.00960218
506,5.00073,0.00984239
507,5.00074,0.00970631
508,5.00073,0.00961504
509,5.00073,0.00961694
510,5.00075,0.00961257
511,5.00073,0.0098484
512,5.00074,0.00971458
513,5.00074,0.00961229
514,5.00073,0.00961188
515,5.00073,0.00961121
516,5.00074,0.00990323
517,5.00074,0.00965535
518,5.00073,0.00959667
519,5.00071,0.00960083
520,5.00073,0.00959682
521,5.00072,0.00984697
522,5.00072,0.00968906
523,5.00072,0.0096038
524,5.0007,0.00959971
525,5.00073,0.00960026
526,5.00071,0.00960172
527,5.00074,0.00995118
528,5.00073,0.00961803
529,5.00073,0.00961224
530,5.00073,0.00961742
531,5.00073,0.00961624
532,5.00075,0.00993779
533,5.00074,0.00960251
534,5.00073,0.00959798
535,5.00073,0.00960476
536,5.00072,0.00961198
537,5.00075,0.00992414
538,5.00073,0.00960259
539,5.00072,0.0096009
540,5.00073,0.00960088
541,5.00073,0.00977326
542,5.00073,0.00977061
543,5.00072,0.00961678
544,5.00072,0.00961157
545,5.00072,0.00961504
546,5.00075,0.00985082
547,5.00073,0.00970783
548,5.00071,0.00961042
549,5.00072,0.00960879
550,5.00073,0.00961614
551,5.00075,0.00990929
552,5.00071,0.00963681
553,5.00072,0.00960031
554,5.00071,0.00959757
555,5.00072,0.00959678
556,5.00075,0.00992667
557,5.00072,0.00961791
558,5.00072,0.00960926
559,5.00073,0.00961091
560,5.00072,0.0096137
561,5.00076,0.00995476
562,5.00074,0.00961485
563,5.00073,0.00961733
564,5.00075,0.00961374
565,5.00073,0.00961451
566,5.00074,0.00994332
567,5.00074,0.00961992
568,5.00072,0.00961104
569,5.00071,0.00961018
570,5.00074,0.00961409
571,5.00075,0.0099452
572,5.00073,0.00959782
573,5.00073,0.00959724
574,5.00075,0.00960999
575,5.00073,0.00961337
576,5.00074,0.00985667
577,5.00075,0.00970816
578,5.00074,0.00962052
579,5.00074,0.00961724
580,5.00072,0.0096141
581,5.00075,0.00979528
582,5.00073,0.00975535
583,5.00071,0.00960032
584,5.00071,0.00959937
585,5.00073,0.00960078
586,5.00075,0.00984698
587,5.00072,0.00969712
588,5.00072,0.00959685
589,5.00071,0.00960259
590,5.00071,0.009602
591,5.00073,0.00990182
592,5.00072,0.00964829
593,5.00073,0.00961433
594,5.00073,0.00961417
595,5.00071,0.00961726
596,5.00074,0.0098514
597,5.00074,0.00971248
598,5.00073,0.0096169
599,5.00071,0.00961205
600,5.00073,0.00961407
601,5.00075,0.00985287
602,5.00074,0.00969674
603,5.00072,0.00960051
604,5.00072,0.00960045
605,5.00073,0.00960258
606,5.00072,0.00960164
607,5.00075,0.00993659
608,5.00074,0.00960815
609,5.00074,0.00960264
610,5.00073,0.00960151
611,5.00072,0.00960695
612,5.00073,0.00977679
613,5.00075,0.00977287
614,5.00074,0.009617
615,5.00073,0.0096109
616,5.00075,0.00961299
617,5.00072,0.00961045
618,5.00075,0.00994169
619,5.00071,0.00959634
620,5.00072,0.00960649
621,5.00073,0.00961295
622,5.00072,0.00960163
623,5.00074,0.00984116
624,5.00073,0.00970546
625,5.00073,0.00960263
626,5.00072,0.00960047
627,5.00072,0.00960055
628,5.00074,0.00960028
629,5.00075,0.00994775
630,5.00073,0.00961554
631,5.00072,0.00962012
632,5.00073,0.00961685
633,5.00072,0.00961539
634,5.00075,0.00995633
635,5.00071,0.00961357
636,5.00073,0.00961241
637,5.00073,0.00961276
638,5.00073,0.00961288
639,5.00072,0.00961531
640,5.00075,0.00994855
641,5.00073,0.00961535
642,5.00073,0.0096172
643,5.00073,0.0096186
644,5.00072,0.0096031
645,5.00074,0.00994579
646,5.00073,0.00962024
647,5.00073,0.0096171
648,5.00074,0.00961602
649,5.00073,0.00961989
650,5.00073,0.00995106
651,5.00071,0.00962079
652,5.00073,0.00962132
653,5.00072,0.00961981
654,5.00072,0.009614
655,5.00073,0.00979492
656,5.00073,0.00976305
657,5.00072,0.00960076
658,5.00072,0.0096008
659,5.0007,0.00960377
660,5.00072,0.00960778
661,5.00074,0.00994603
662,5.00074,0.00961606
663,5.00072,0.0096175
664,5.00072,0.00961778
665,5.00073,0.00961704
666,5.00073,0.00994765
667,5.00072,0.00962241
668,5.00073,0.00961521
669,5.00072,0.00961607
670,5.00071,0.00961578
671,5.00073,0.00961555
672,5.00074,0.00994713
673,5.00073,0.00961545
674,5.00072,0.00960962
675,5.00072,0.00961698
676,5.0007,0.00961096
677,5.00073,0.00994677
678,5.00073,0.00960002
679,5.00072,0.0096058
680,5.00072,0.00959912
681,5.00072,0.00960363
682,5.00075,0.00978962
683,5.00073,0.0097554
684,5.00071,0.00960237
685,5.00071,0.00960209
686,5.00072,0.00959655
687,5.00071,0.00960404
688,5.00074,0.00995154
689,5.00072,0.00962043
690,5.00073,0.00961745
691,5.00072,0.00961904
692,5.00073,0.00961803
693,5.00074,0.0098614
694,5.00073,0.00970345
695,5.00071,0.00961374
696,5.00073,0.0096079
697,5.00074,0.009599
698,5.00071,0.0096003
699,5.00074,0.00994345
700,5.00072,0.00968492
701,5.00072,0.00961794
702,5.00072,0.00959885
703,5.00072,0.00960088
704,5.00074,0.00984059
705,5.00074,0.00969784
706,5.00072,0.00961264
707,5.00073,0.00961068
708,5.00074,0.00961507
709,5.00073,0.00960774
710,5.00075,0.0099423
711,5.00071,0.00960925
712,5.00071,0.00961688
713,5.00074,0.00961302
714,5.00072,0.00961792
715,5.00075,0.00994509
716,5.00073,0.00960048
717,5.00073,0.0096029
718,5.00072,0.00959847
719,5.00072,0.00960287
720,5.00074,0.00964538
721,5.00073,0.00989201
722,5.00073,0.00959882
723,5.00074,0.00960079
724,5.00073,0.00959408
725,5.00072,0.00959645
726,5.00074,0.00993513
727,5.00073,0.00961042
728,5.00072,0.00961419
729,5.00073,0.00961725
730,5.00072,0.00961335
731,5.00071,0.0096225
732,5.00074,0.00992448
733,5.00073,0.00959979
734,5.00071,0.00959535
735,5.00072,0.00960112
736,5.00074,0.00960373
737,5.00074,0.00994499
738,5.00072,0.00961122
739,5.00073,0.00961388
740,5.00073,0.00961706
741,5.00073,0.00961339
742,5.00072,0.00960565
743,5.00074,0.00994799
744,5.00072,0.00960121
745,5.00074,0.0096051
746,5.0007,0.00960327
747,5.00071,0.00960369
748,5.00073,0.00995154
749,5.00075,0.00960469
750,5.00071,0.0095978
751,5.00072,0.00960446
752,5.00071,0.00959907
753,5.00072,0.00984145
754,5.00071,0.00969403
755,5.00072,0.00960447
756,5.00071,0.00959742
757,5.00071,0.0096021
758,5.00071,0.00959742
759,5.00074,0.00994517
760,5.00073,0.00961107
761,5.00073,0.00961423
762,5.00073,0.00961358
763,5.00074,0.00961528
764,5.00074,0.00994487
765,5.00071,0.00959971
766,5.00072,0.00960114
767,5.00073,0.0096027
768,5.00072,0.00960115
769,5.00073,0.00978437
770,5.00074,0.00975322
771,5.00074,0.00960231
772,5.00073,0.00959692
773,5.00072,0.00960244
774,5.00072,0.00959939
775,5.00074,0.00993898
776,5.00071,0.00959519
777,5.00073,0.00959962
778,5.00073,0.00959649
779,5.00073,0.00959932
780,5.00074,0.00984112
781,5.00073,0.00970705
782,5.00074,0.0096138
783,5.00073,0.00961595
784,5.00073,0.0096128
785,5.00073,0.00961174
786,5.00074,0.00994227
787,5.00073,0.00961281
788,5.00071,0.00961311
789,5.00073,0.00961208
790,5.00074,0.00961243
791,5.00073,0.00995044
792,5.00071,0.00960366
793,5.00073,0.00959944
794,5.00073,0.00959913
795,5.00071,0.00960048
796,5.00073,0.00960471
797,5.00075,0.00994697
798,5.00073,0.00960156
799,5.00074,0.0096205
800,5.00075,0.00962027
801,5.00073,0.00961575
802,5.00075,0.00984131
803,5.00073,0.00969599
804,5.00072,0.0096015
805,5.00073,0.00960444
806,5.00071,0.0096064
807,5.00074,0.00959933
808,5.00076,0.00994774
809,5.00072,0.00961478
810,5.00072,0.00961279
811,5.00072,0.00961579
812,5.00073,0.00961312
813,5.00075,0.00994534
814,5.00071,0.00960008
815,5.00072,0.00960329
816,5.00073,0.00960166
817,5.00073,0.00960277
818,5.00073,0.00960401
819,5.00076,0.00993513
820,5.00074,0.0096039
821,5.00072,0.00960461
822,5.00072,0.00960221
823,5.00073,0.00960474
824,5.00074,0.00960745
825,5.00076,0.00994095
826,5.00073,0.00960418
827,5.00073,0.00960215
828,5.00074,0.00960508
829,5.00073,0.00960079
830,5.00074,0.00994133
831,5.00074,0.00962278
832,5.00073,0.00962481
833,5.00074,0.00962106
834,5.00073,0.00961263
835,5.00072,0.00962123
836,5.00075,0.00993356
837,5.00071,0.00960188
838,5.00072,0.00959937
839,5.00071,0.00960578
840,5.00072,0.00960197
841,5.00073,0.00993862
842,5.00073,0.0096165
843,5.00072,0.00961365
844,5.00071,0.00961543
845,5.00073,0.0096163
846,5.00071,0.00960717
847,5.00072,0.00994521
848,5.00072,0.0096107
849,5.00072,0.00961827
850,5.00072,0.0096093
851,5.00075,0.0096022
852,5.00074,0.00972146
853,5.00073,0.00982779
854,5.00071,0.00960709
855,5.00072,0.00961541
856,5.00072,0.00961135
857,5.00071,0.00961387
858,5.00075,0.00995735
859,5.00074,0.00961709
860,5.00074,0.00961288
861,5.00074,0.00961349
862,5.00074,0.00962232
863,5.00073,0.00971321
864,5.00073,0.00984809
865,5.00072,0.0096152
866,5.00071,0.00961121
867,5.00072,0.00961173
868,5.00072,0.00961148
869,5.00074,0.00994574
870,5.00072,0.00959148
871,5.0007,0.00960362
872,5.0007,0.00960612
873,5.00072,0.00960419
874,5.00072,0.00960871
875,5.00073,0.0099496
876,5.00073,0.00961364
877,5.00072,0.00961853
878,5.00073,0.00961741
879,5.00073,0.00961688
880,5.00075,0.00995142
881,5.00073,0.00961728
882,5.00073,0.00961532
883,5.00073,0.00961743
884,5.00072,0.00961672
885,5.00073,0.00961136
886,5.00075,0.00994582
887,5.00072,0.00960354
888,5.00073,0.00959954
889,5.00072,0.00960663
890,5.00073,0.00960448
891,5.00074,0.00994786
892,5.00072,0.00961796
893,5.00074,0.00962019
894,5.00074,0.00961666
895,5.00072,0.00961208
896,5.00074,0.00985227
897,5.00074,0.00970368
898,5.00074,0.00961388
899,5.00072,0.00961418
900,5.00073,0.00961319
901,5.00072,0.00961495
902,5.00074,0.00994661
903,5.00072,0.00961049
904,5.00073,0.00961811
905,5.00071,0.00961328
906,5.00073,0.00961567
907,5.00075,0.00994606
908,5.00072,0.00961597
909,5.00073,0.00961632
910,5.00073,0.00961642
911,5.00073,0.00961722
912,5.00072,0.00971219
913,5.00074,0.00984152
914,5.00073,0.00959675
915,5.00072,0.00960111
916,5.00072,0.00960048
917,5.00072,0.00960277
918,5.00076,0.00993464
919,5.00071,0.00960244
920,5.00074,0.00959942
921,5.00074,0.00960272
922,5.00072,0.00960105
923,5.00073,0.00960789
924,5.00075,0.009938
925,5.00072,0.00960622
926,5.00072,0.00959491
927,5.00072,0.00961055
928,5.00072,0.00960901
929,5.00075,0.00994912
930,5.00072,0.00961001
931,5.00072,0.00961726
932,5.00072,0.00961816
933,5.00073,0.00961724
934,5.00073,0.00984533
935,5.00074,0.0097165
936,5.00072,0.00961474
937,5.00072,0.00961247
938,5.00074,0.00961436
939,5.00073,0.00961696
940,5.00075,0.00995209
941,5.00072,0.00961546
942,5.00073,0.0096162
943,5.00072,0.00961828
944,5.00071,0.00962155
945,5.00074,0.00991628
946,5.00072,0.00965172
947,5.00072,0.00961348
948,5.00073,0.00961184
949,5.00072,0.00961644
950,5.00072,0.009673
951,5.00074,0.00987341
952,5.00072,0.00961067
953,5.00072,0.00961404
954,5.0007,0.00961274
955,5.00073,0.00961389
956,5.00075,0.00994661
957,5.00071,0.00959893
958,5.00072,0.00959608
959,5.00072,0.00960072
960,5.00072,0.0096018
961,5.00075,0.00994574
962,5.00074,0.00960339
963,5.00072,0.00960735
964,5.00073,0.00960394
965,5.00073,0.00968474
966,5.00075,0.00993824
967,5.00072,0.00959889
968,5.00072,0.00960122
969,5.00073,0.00959644
970,5.00072,0.00960853
971,5.00074,0.00985206
972,5.00073,0.00969812
973,5.00071,0.00961121
974,5.00072,0.00961081
975,5.00072,0.00961768
976,5.00074,0.00986218
977,5.00073,0.00970282
978,5.00073,0.00961903
979,5.00073,0.00962496
980,5.00073,0.00962251
981,5.00073,0.00961462
982,5.00076,0.00994354
983,5.00071,0.00961981
984,5.00071,0.00961522
985,5.00072,0.00961292
986,5.00074,0.00960575
987,5.00074,0.0099495
988,5.00073,0.00961268
989,5.00072,0.00961609
990,5.00073,0.00961577
991,5.00074,0.0096148
992,5.00075,0.00994716
993,5.00075,0.00962
994,5.00073,0.00961802
995,5.00073,0.00962337
996,5.00072,0.00961678
997,5.00074,0.00994947
998,5.00072,0.00960761
999,5.00073,0.00960613
1000,5.00072,0.00960039
1001,5.00074,0.00960267
1002,5.00073,0.00984978
1003,5.00072,0.0097079
1004,5.00073,0.00959458
1005,5.00071,0.00959442
1006,5.00072,0.00959778
1007,5.00074,0.00959434
1008,5.00074,0.00995275
1009,5.00073,0.00961515
1010,5.00073,0.00961321
1011,5.00073,0.00961354
1012,5.00072,0.00961408
1013,5.00074,0.00994804
1014,5.00073,0.00961019
1015,5.00072,0.00961385
1016,5.00073,0.00961173
1017,5.00074,0.0096141
1018,5.00075,0.00994682
1019,5.00073,0.00960287
1020,5.00069,0.00960388
1021,5.00072,0.00960427
1022,5.00072,0.00960601
1023,5.00074,0.00994099
1024,5.00072,0.00959772
1025,5.00073,0.00960258
1026,5.00073,0.0095985
1027,5.00073,0.00960358
1028,5.00074,0.00994267
1029,5.00073,0.00961076
1030,5.00073,0.00960491
1031,5.00073,0.00960424
1032,5.00073,0.00959971
1033,5.00074,0.00994483
1034,5.00071,0.00959915
1035,5.00072,0.00960608
1036,5.00072,0.00960241
1037,5.00071,0.00960479
1038,5.00073,0.00984412
1039,5.00074,0.0097102
1040,5.00072,0.00959934
1041,5.00072,0.00960321
1042,5.00071,0.00960415
1043,5.00072,0.00959533
1044,5.00072,0.00994596
1045,5.00072,0.0096008
1046,5.00071,0.00960529
1047,5.00072,0.00960213
1048,5.00072,0.00960162
1049,5.00073,0.00994983
1050,5.00072,0.00961047
1051,5.00072,0.00960317
1052,5.00071,0.00960884
1053,5.00073,0.00960337
1054,5.00075,0.00994789
1055,5.00074,0.00960387
1056,5.00072,0.00960877
1057,5.00072,0.00961653
1058,5.00074,0.00962166
1059,5.00071,0.00969728
